id,keyword,location,text
933,fire,"Barling, AR.","Your Kindle need a few new Westerns in it? Fill the need with one my Westerns, like Bass Reeves: Blazing Fury, now… https://t.co/yAAHI8Mxfw"
934,fire,,"We named ""the life of phantom"", TSUKUSHI. It was a night with the red moon blazing beautifully./幻の命 #sekainoowari"
935,fire,Newcastle upon tyne,"What's with all these angry women going on #gmb with all guns blazing meaning you can't take them, or t… https://t.co/HurTUyXevU"
936,fire,United States,Into the Grizzly Maze 💯 https://t.co/UAoE62avnx Mobile Users https://t.co/gVhozmngN7 for blazing fast advertising… https://t.co/JSMGLJ6xl5
937,fire,Republic of the Philippines,"When an eagle soars into the blazing sun, it is not just a show of strength but because he truly belongs at the top. You…"
938,fire,USA  🇺🇸,On Scorched Earth People 🔥: 👉Most of them have their own parallel platforms when they enter #ADOS as a movement🤔…
939,fire,"Portland, OR",Blazing Saddles
940,fire,sandbach cheshire,"Our OD team is certainly trail blazing. A fabulous team , doing great things. This will be someone’s dream job https:…"
1682,fire,,"To all agencies, we need x1 back or I’m burning your buildings #JUSTICEFORX1 #JUSTICEFORX1 https://t.co/37gcFl0HXJ"
1683,fire,,How many burning buildings have you run into to save someone?
1684,fire,,Hey hotness! Burning buildings are we?
1685,fire,,"The town itself was nothing too much, small adobe buildings flanked her on each side, men and wome… https://t.co/mgOt8iLoeZ"
1686,fire,,The liberal cult zombies 🧟‍♀️🧟🧟‍♂️are here en masse questioning why the POTUS and… https://t.co/yqtYlI0mxF
1687,fire,"Belle Vernon, PA","Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posing in fr…"
1688,fire,,"i m so fucking tired, i’m going to sleep i hope i wake up to koneits burning some buildings down bye"
1689,fire,"Christchurch, New Zealand",What if we just start burning down buildings for news outlets that are full of garbage?
1690,fire,,perfect for the sexy lady hunting in burning buildings
1691,fire,"Illinois, USA",I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few IRS buil…
1692,fire,,Do you chastise firefighters for not smiling when running into burning… https://t.co/zulxMqwlbi
1693,fire,"Winnipeg, Manitoba",Why are so many buildings burning up in the middle of fucking winter? This isn't normal
1694,fire,Yes,"This paragraph slaps though like goddamn ""these huge buildings are always burning with the implacable fires of huma… https://t.co/fwtm21TK2V"
1695,fire,,Americans should be in the streets burning down buildings at this point.
1696,fire,Chicago,I’ve been following Cory Booker for a very long time. The man has literally saved people from burning buildings. He cares.
1697,fire,Northern Virginia,"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posi… https://t.co/CPQGDH4V0h"
1698,fire,Earth,Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?
1699,fire,the dirty dirty,How could you say something like that? Politics aside Corey Booker is a stand up human bein… https://t.co/5mD9ze1MPD
1700,fire,Almost Heaven West Virginia,We run INTO burning buildings. Being a dipshit helps us do our jobs lol
1701,fire,"Sarasota, FL",Because lazy people run into burning buildings to save people. https://t.co/fWXPCLlZ6B
1702,fire,humanity? who knows.,What have I told you about burning buildings? Not nice https://t.co/qWUiDuiOwE https://t.co/N2JEkmWwL3
1703,fire,,"Australia is burning. The worst is yet to come: 24 people dead 500 million animals dead 8,000 koalas dead Over 5.5 mi…"
1704,fire,,Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is just a no g…
1705,fire,,Keep burning fossil fuels it will become worse that may even rip apart high rise buildings? Are the world leaders w… https://t.co/mwjHi7TzP2
1706,fire,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68
1707,fire,NYC,Yeah that's def not cool. Unless it's Indiana. (Kidding.) I'm a little sensitive to that. My hometown for t… https://t.co/2S7kXLQgYA
1708,fire,"Whiterun, Skyrim","Destruction magic's fine, just don't go burning down any buildings."
1709,fire,Southern OBX,"JFC!!! Racist comment ! I guess all ""lazy"" mayor rush into burning buildings to save people! May t… https://t.co/9Iw5c4KD2n"
1710,fire,Worcester,"We're equipped to go inside burning buildings but you're not. If you experience a home fire, once you've escaped nev…"
1711,fire,"Texas, USA","I mean it’s better than being a cop. That being said, not many people would just jump at being in the… https://t.co/UaDxGj8HR4"
1712,fire,"Calgary, Alberta","I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country, dodgi…"
1713,fire,"South of Boston, MA",The guy that ran himself ragged helping his constituents in New Jersey after Hurricane Sandy? T… https://t.co/VcxrtFKSsw
1714,fire,London,"I mean, there's directness though. Like, the townhall of whatevertown Alabama was built with slave… https://t.co/utqajXNNzn"
1715,fire,,You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Ira…
1716,fire,,What -- who is this person -- Cory saves people from burning buildings and shovels the snow of his constit… https://t.co/3BpioRHGLT
1717,fire,,"Maybe a ban wouldn’t be necessary if Muslims stopped flying planes in to buildings, detonating car bombs, shooting up…"
1718,fire,,Will be burning down a few buildings today. Hmu if you wanna join. https://t.co/MHGdx67986
1719,fire,"Illinois, USA",But his kids aren’t hungry and he saves strangers from burning buildings 🤷‍♂️😜 https://t.co/sH2dBAvT7T
1720,fire,Dirty-DTX,like I don't agree with Cory Booker on a lot of things but he seems like a fundamental good person. He's fucking sa… https://t.co/ANCQ1q6CzH
1721,fire,"Wisconsin, USA","My dad, a volunteer fire chief, had thousands of dollars in training an… https://t.co/QGD428VvbR"
1722,fire,,You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Iran and Middle East.
1723,fire,,cory booker runs into burning buildings to save people. you’re a telephone tough guy who can’t work an umbrella.
1724,fire,"Barnegat, NJ","I’m sure that whoever our next Democratic President is, he or she, will appoint you in a position of le… https://t.co/CEcCxlSGi9"
1725,fire,Canada,"Not only that, you can't force another person to suspend their right to life for the sake of anothe… https://t.co/o7epoaI4MS"
1726,fire,United States,My burning question is why people actually believe two hijacked planes went into the buildings.
1727,fire,All Over,Booker even had Netflix going for him. In the run up to his Senate campaign Booker became Superman. Literally… https://t.co/OiHxCD7aYm
1728,fire,Maryland,VIDEO: Drone footage captures massive Bound Brook fire from up above --&gt; https://t.co/GolN4wmpUQ (Courtesy: RH) https://t.co/3W…
1729,fire,"Florida, USA",My favorite shot was Schofield in silhouette with the burning buildings seemingly blinding the audience. Th… https://t.co/MhI7hUejML
1730,fire,"Boise, ID",At least Cory Booker will have more time to save old ladies from burning buildings and also shovel their sidewalk while he’s there.
1731,fire,"California, USA","It’s sad to see vegan and saving people from burning buildings hero ’s campaign end, he was a strong voi… https://t.co/CgIS8MR2cB"
1732,fire,"California, USA",Cory Booker has ended his presidential campaign in order to go back to rescuing puppies and people from burning bui… https://t.co/fdkESLcV7M
1733,fire,,"I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country,… https://t.co/fqlD5zG4bv"
1734,fire,,Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is j… https://t.co/kfGKdMRUV1
1735,fire,,"Errrr.. yeah, in that they are watching over yo… https://t.co/uPtdVj5T0N"
1736,fire,,(An NIA Agent looks around. Devastation does not describe what he sees. Burning chunks of diamond lie everywhere. No bui…
1737,fire,,...are you burning down horde buildings again??
1738,fire,"Mpumalanga, South Africa","Let's hope ""our people"" don't burn them due to ingorance that… https://t.co/wlV1BbFktA"
1739,fire,Glasgow,But I still managed to croak out a podcast episode yesterday. This one is about Operation RYAN where the Soviets we… https://t.co/aq3j7sZHTf
1740,fire,Coggeshall,"When fuel-burning equipment is used in buildings or semi-enclosed spaces without adequate ventilation, overexposure… https://t.co/wc3Mn3B6nd"
1741,fire,Now England but from Scotland.,"Well, maybe not burning buildings, particularly if they have staff in them, but definitely burn the tax code."
1742,fire,PlanetJCG,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from burn…
1743,fire,RDS.1.5.400.FBE25538F29FEDD.AI,I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few… https://t.co/sCkG8EXT3x
1744,fire,New York City,"Massive fire burning in apartment building under construction, neighboring buildings in New Jersey https://t.co/96UeW5Jpno"
1745,fire,NJ,#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from… https://t.co/WwYgBEupzJ
1746,fire,,Stupid poll. Most would just call 911 and don until help arrived. The average person isn't qualifi… https://t.co/kZwWZ5zfSA
1747,fire,,So is unsportsmanlike behaviour. Not a theologian but what do we do go back to dark ages and start… https://t.co/Q18OfJygFk
1748,fire,,"""You can't pay people to do this. I say this about fire: You can't pay people to run into burning buildings. It's a calling. I…"
1749,fire,Sydney NSW Australia,Back burning mainly to protect residential buildings.. if lucky enough to get a wind change… https://t.co/iKqCBwzSFc
1750,fire,,Fire Panel says a pull station was pulled in one of our buildings. All the pull stations look fine. Weird. Fire For… https://t.co/WNgumqeLlF
1751,fire,earth,"He said it had been like hell. ""It went pear shaped on New Year’s Eve, and we were isolated here for eight days.” ""… https://t.co/7OwYhk0yo4"
1752,fire,"New Orleans, LA",Wait I just discovered that Russians light themselves on fire and jump off buildings into snow for fun
1753,fire,OnFreedomRoad.com,"#FalseFlag 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked… https://t.co/5y6Cd8IoND"
1754,fire,NJ NYC Philly AC Central NJ,Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it started…
1755,fire,"Perth, Western Australia","Catastrophic events – Grenfell Tower (2017), and Neo 200 (2019) - reinforce the need to ensure buildings are built… https://t.co/BSliXJqMwQ"
1756,fire,,Upcoming seminar WEDNESDAY 15TH JANUARY We welcome the new year with a talk by on fire and heritage bui…
1757,fire,"Queens Park, London.",has a point. You housing professionals need to keep Johnson's feet to the fire… https://t.co/nB7heKg0hf
1758,fire,India,"Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targeted h…"
1759,fire,,That’s an epic fail too😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 he will win in 2020… https://t.co/uiJ4p3CHnW
1760,fire,,"With all the buildings that have been ‘set’ on fire in Glasgow over the last few years, it’s doesn’t sit right. the… https://t.co/6i6ZIfynFV"
1761,fire,"Toronto, ON, Canada","When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…"
1762,fire,OnFreedomRoad.com,"#OperationMockingbird 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions mus… https://t.co/zkJdPyZIm7"
1763,fire,"Illinois, USA","On this date in 1993, City Council landmarked the Groesbeck House, 1304 W. Washington Blvd. Built in 1869 and designed by O…"
1764,fire,"Keith,Moray",haha you love a glasgow building that goes on fire and it seems you are not wrong as empty buil… https://t.co/pL1qsCmyVU
1765,fire,Usually NJ. sometimes LI/NY!,Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it st… https://t.co/myA1JIwQXu
1766,fire,"Mount Pleasant, SC",This afternoon the fire alarm sounded in our buildings. Our facilities manager found the fair linen and frontal on… https://t.co/qUM9xljIaC
1767,fire,,Glasgow still setting unused buildings on fire in 2020 then 😂
1768,fire,"Bridgewater, NJ",An update on the massive fire on Main Street in Bound Brook Sunday night. https://t.co/GjM6x84Rtt
1769,fire,Canberra,"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roads build…"
